LotArea,GrLivArea,Street,Alley,LotType,BldgType,HouseStyle,OverallQuality,OverallCondition,YearBuilt,Foundation,TotalBsmtSF,CentralAir,FullBath,HalfBath,GarageType,GarageCars,GarageArea,YearSold,SaleType,SaleCondition,SalePrice
25286,1040,Pave,NA,Inside,1Fam,1Story,4,5,1963,PConc,1064,Y,1,0,Attchd,2,648,2007,WD,Normal,132250
9937,12560,Pave,NA,Inside,1Fam,1Story,5,6,1965,CBlock,1256,Y,1,1,Attchd,1,276,2008,WD,Normal,147500
10593,1720,Pave,NA,Inside,1Fam,1Story,7,5,1996,PConc,1720,Y,2,0,Attchd,2,527,2010,WD,Normal,260400
1680,1218,Pave,NA,Inside,Twnhs,2Story,6,7,1972,CBlock,672,Y,1,1,Detchd,1,264,2006,WD,Normal,118000
10000,1588,Pave,NA,Inside,1Fam,1Story,8,5,2006,PConc,1588,Y,2,0,Attchd,3,825,2007,WD,Normal,227000
10800,2614,Pave,NA,Inside,1Fam,2Story,6,7,1974,CBlock,1522,Y,2,1,Attchd,2,624,2008,WD,Normal,240000
10335,1501,Pave,NA,Inside,1Fam,1Story,7,5,1999,PConc,1490,Y,2,0,Attchd,2,577,2009,WD,Normal,204000
17423,2234,Pave,NA,CulDSac,1Fam,1Story,9,5,2008,PConc,2216,Y,2,0,Attchd,3,1166,2009,New,Partial,501837
12155,1482,Pave,NA,Inside,1Fam,2Story,6,8,1925,BrkTil,672,N,2,0,Detchd,1,400,2008,WD,Normal,140000
7200,1762,Pave,NA,Corner,1Fam,2Story,7,7,1920,BrkTil,596,Y,1,1,Detchd,2,576,2006,WD,Normal,157000
6600,894,Pave,NA,Inside,1Fam,1Story,5,5,1962,CBlock,894,N,1,0,Detchd,1,308,2009,WD,Normal,109500
10921,960,Pave,NA,Inside,1Fam,1Story,4,5,1965,CBlock,960,Y,1,0,Attchd,1,432,2007,WD,Normal,94750
8892,910,Pave,NA,Corner,1Fam,1Story,5,7,1953,Stone,105,Y,1,0,Attchd,2,414,2008,WD,Normal,116000
2001,1092,Pave,NA,Inside,Twnhs,2Story,4,5,1970,CBlock,546,Y,1,1,Attchd,1,286,2007,WD,Normal,75000
1920,1365,Pave,NA,Inside,TwnhsE,2Story,5,5,1971,CBlock,765,Y,1,1,Detchd,2,440,2007,WD,Normal,122500
9230,1200,Pave,NA,Corner,1Fam,1Story,5,8,1965,CBlock,864,Y,1,1,Detchd,2,884,2006,WD,Normal,146000
9947,1217,Pave,NA,CulDSac,1Fam,SLvl,7,5,1990,PConc,1188,Y,2,0,Attchd,2,497,2009,WD,Normal,173000
12640,1728,Pave,NA,Inside,Duplex,1Story,6,5,1976,CBlock,1728,Y,2,0,Attchd,2,574,2006,WD,Normal,150900
8930,1902,Pave,NA,Inside,Duplex,1.5Fin,6,5,1978,Slab,0,Y,2,0,Attchd,2,539,2010,WD,Normal,112000
7200,864,Pave,NA,Inside,1Fam,1Story,5,8,1950,CBlock,864,Y,1,0,Detchd,2,720,2007,WD,Normal,129000
13000,2142,Pave,NA,Corner,1Fam,2Story,6,6,1968,CBlock,896,Y,2,1,Attchd,1,509,2009,WD,Normal,193500
13418,2452,Pave,NA,Inside,1Fam,2Story,8,5,2004,PConc,1117,Y,3,1,BuiltIn,3,691,2006,WD,Normal,309000
7015,1203,Pave,NA,Corner,1Fam,1.5Fin,5,4,1950,Do Not use this Field in the Model,709,Y,1,0,Detchd,1,352,2009,WD,Normal,110000
1680,987,Pave,NA,Inside,Twnhs,2Story,6,5,1973,CBlock,483,Y,1,1,Detchd,1,264,2008,WD,Normal,100000
9240,2263,Pave,NA,Inside,1Fam,2Story,8,5,2001,PConc,1055,Y,2,1,BuiltIn,2,905,2008,WD,Normal,287000
164660,1786,Grvl,NA,Corner,2fmCon,1.5Fin,5,6,1965,CBlock,1499,Y,2,0,Attchd,2,529,2008,WD,Normal,228950
10120,2526,Pave,NA,Inside,1Fam,2Story,8,5,1994,PConc,1165,Y,2,1,Attchd,3,844,2006,WD,Normal,290000
6120,1513,Pave,NA,Inside,1Fam,2Story,5,8,1920,BrkTil,939,Y,1,1,Detchd,1,180,2007,WD,Normal,137500
7100,816,Pave,NA,Corner,1Fam,1Story,5,7,1957,CBlock,816,Y,1,0,Detchd,1,308,2006,WD,Normal,129900
9490,1578,Pave,NA,Inside,1Fam,1.5Fin,6,7,1941,CBlock,806,Y,1,0,Attchd,1,240,2006,WD,Normal,133000
8924,1724,Pave,NA,CulDSac,1Fam,2Story,7,5,1998,PConc,880,Y,2,1,Attchd,2,527,2008,WD,Normal,188000
9022,792,Pave,NA,Inside,1Fam,1Story,5,8,1924,BrkTil,768,Y,1,0,Detchd,1,240,2009,WD,Normal,109500
8158,1768,Pave,NA,Inside,1Fam,2Story,7,5,2003,PConc,884,Y,2,1,Attchd,2,543,2008,WD,Normal,224900
3180,1200,Pave,Pave,Inside,TwnhsE,2Story,7,5,2005,PConc,600,Y,2,1,Detchd,2,480,2006,WD,Abnorml,144152
10800,1652,Pave,NA,Inside,1Fam,1.5Fin,5,6,1915,PConc,686,Y,2,0,Detchd,1,416,2010,WD,Normal,139000
10652,1494,Pave,NA,Inside,1Fam,1Story,7,5,2006,PConc,1494,Y,2,0,Attchd,3,,2007,New,Partial,279500
8450,1349,Pave,NA,Inside,1Fam,1Story,7,5,2000,PConc,1349,Y,2,0,Attchd,2,539,2007,WD,Normal,179000
8500,1517,Pave,NA,Corner,1Fam,1.5Fin,5,7,1919,CBlock,793,N,2,0,NA,0,0,2007,WD,Normal,115000
9600,1113,Pave,NA,Inside,1Fam,1Story,5,7,1950,CBlock,1113,Y,1,0,Attchd,1,264,2009,WD,Normal,147000
8445,768,Pave,NA,Corner,1Fam,SFoyer,5,7,1972,CBlock,768,Y,1,0,Detchd,2,396,2009,WD,Normal,133000
11717,1442,Pave,NA,Inside,1Fam,1Story,6,6,1970,CBlock,1442,Y,2,0,Attchd,2,615,2009,WD,Normal,185000
6930,1352,Pave,NA,Inside,1Fam,SLvl,5,4,1958,Do Not use this Field in the Model,1062,Y,1,0,BuiltIn,1,288,2006,WD,Abnorml,130000
8773,1414,Pave,NA,FR2,1Fam,1Story,7,5,2004,PConc,1414,Y,2,0,Attchd,2,494,2010,WD,Normal,185500
5000,334,Pave,NA,Inside,1Fam,1Story,1,3,1946,Slab,0,N,1,0,NA,0,0,2007,WD,Normal,39300
17500,1902,Pave,NA,Inside,1Fam,1Story,7,8,1959,PConc,1902,Y,2,0,Attchd,2,567,2010,WD,Normal,335000
7313,1561,Pave,NA,Inside,TwnhsE,1Story,9,5,2005,PConc,1561,Y,2,0,Attchd,2,556,2007,WD,Normal,277500
4388,840,Pave,NA,Inside,1Fam,1.5Unf,5,7,1930,Do Not use this Field in the Model,672,Y,1,0,NA,0,0,2007,WD,Normal,87000
5820,1163,Pave,NA,Inside,1Fam,1Story,3,8,1955,CBlock,1162,Y,1,0,Attchd,1,,2006,WD,Normal,126175
12919,2364,Pave,NA,Inside,1Fam,1Story,9,5,2009,PConc,2330,Y,2,1,Attchd,3,820,2010,New,Partial,611657
4224,1060,Pave,NA,Inside,TwnhsE,1Story,5,7,1976,PConc,1040,Y,1,0,Attchd,2,572,2007,WD,Normal,129900
9742,1795,Pave,NA,Inside,1Fam,1Story,8,5,2002,PConc,1777,Y,2,0,Attchd,2,534,2008,WD,Normal,230000
8248,864,Pave,Grvl,Inside,1Fam,1Story,3,3,1914,BrkTil,864,N,1,0,NA,0,0,2008,WD,Normal,67000
8923,1008,Pave,NA,Inside,1Fam,1Story,5,7,1953,CBlock,1008,Y,1,0,Attchd,1,240,2007,WD,Normal,134500
11214,1886,Pave,NA,Corner,1Fam,2Story,7,5,1998,PConc,930,Y,2,1,Attchd,2,431,2006,WD,Normal,199900
9473,2031,Pave,NA,Inside,1Fam,2Story,8,5,2002,PConc,1128,Y,2,1,Attchd,2,577,2008,WD,Normal,237000
8450,1436,Pave,NA,Inside,1Fam,1Story,7,5,2004,PConc,1436,Y,2,0,Attchd,2,484,2008,WD,Normal,210000
7540,912,Pave,NA,CulDSac,1Fam,SFoyer,6,6,1978,Do Not use this Field in the Model,888,Y,1,0,Attchd,2,470,2007,WD,Normal,156000
7150,892,Pave,NA,Inside,1Fam,1Story,5,5,1967,CBlock,892,Y,1,0,Attchd,1,288,2009,WD,Normal,100000
9541,1502,Pave,NA,Inside,1Fam,1Story,7,5,2009,PConc,1502,Y,2,0,Attchd,2,644,2009,New,Partial,233170
6970,1120,Pave,NA,Corner,1Fam,1Story,4,5,1961,CBlock,1040,Y,1,1,Attchd,2,544,2007,WD,Normal,129000
9375,1992,Pave,NA,Inside,1Fam,2Story,8,5,2003,PConc,1053,Y,2,1,Attchd,2,648,2008,WD,Normal,250000
9453,1744,Pave,NA,CulDSac,1Fam,2Story,7,7,1993,PConc,996,Y,2,1,Attchd,2,457,2010,WD,Normal,194500
15576,1680,Pave,NA,Inside,1Fam,2Story,6,7,1915,BrkTil,840,Y,2,0,Attchd,1,308,2008,WD,Normal,177000
8775,990,Pave,NA,Inside,1Fam,1Story,5,5,1994,PConc,990,Y,1,0,Attchd,1,299,2007,WD,Normal,126000
6931,1656,Pave,NA,Inside,1Fam,2Story,7,5,2003,PConc,746,Y,2,1,BuiltIn,2,397,2008,WD,Normal,165400
8172,1470,Pave,NA,Inside,1Fam,1.5Fin,4,6,1954,PConc,941,Y,2,0,Detchd,1,548,2008,WD,Normal,135000
8749,1459,Pave,NA,Inside,1Fam,1Story,7,5,2002,PConc,1459,Y,2,0,Attchd,2,527,2007,WD,Normal,192000
13695,1114,Pave,NA,Inside,1Fam,1Story,6,5,2003,PConc,1114,Y,1,0,Detchd,2,576,2008,WD,Normal,155000
11767,1346,Pave,NA,Inside,1Fam,2Story,4,7,1910,CBlock,560,N,1,1,Detchd,1,384,2007,WD,Normal,112000
10150,912,Pave,NA,Inside,1Fam,1Story,5,5,1958,CBlock,912,Y,1,0,Attchd,1,275,2007,COD,Normal,114500
7658,1752,Pave,NA,Inside,TwnhsE,1Story,9,5,2005,PConc,1752,Y,2,0,Attchd,2,576,2010,WD,Normal,319900
10800,1200,Pave,NA,Inside,Duplex,1Story,5,5,1987,CBlock,1200,Y,3,0,NA,0,0,2009,WD,Alloca,179000
3182,1269,Pave,NA,Inside,TwnhsE,1Story,8,5,2004,PConc,1256,Y,2,0,Attchd,2,430,2010,WD,Normal,192000
12220,2020,Pave,NA,Inside,1Fam,1Story,10,5,2009,CBlock,2006,Y,2,1,Attchd,3,900,2009,New,Partial,402861
27650,2069,Pave,NA,Inside,1Fam,1Story,7,7,1960,CBlock,585,Y,2,0,Attchd,2,505,2008,WD,Normal,242000
9600,2058,Pave,Grvl,Inside,1Fam,2.5Unf,6,5,1917,BrkTil,735,N,1,1,Detchd,2,396,2008,WD,Normal,129500
9291,1710,Pave,NA,Corner,1Fam,2Story,6,5,1993,Do Not use this Field in the Model,832,Y,2,1,Attchd,2,506,2008,WD,Normal,187000
35760,3627,Pave,NA,CulDSac,1Fam,2Story,10,5,1995,PConc,1930,Y,3,1,Attchd,3,807,2006,WD,Normal,625000
9572,2810,Pave,NA,Inside,1Fam,2Story,8,5,1990,PConc,1453,Y,2,1,Attchd,2,750,2007,WD,Normal,302000
9808,1573,Pave,NA,Inside,1Fam,1Story,7,5,2002,PConc,1573,Y,2,0,Attchd,2,544,2009,WD,Normal,227000
13214,2018,Pave,NA,Inside,1Fam,1Story,9,5,2008,PConc,2002,Y,2,0,Attchd,3,746,2010,WD,Normal,378500
9937,1486,Pave,NA,Corner,1Fam,1Story,5,7,1964,PConc,1486,Y,1,0,Detchd,2,480,2009,WD,Normal,167000
4224,1142,Pave,NA,Inside,TwnhsE,1Story,5,5,1976,PConc,1142,Y,1,1,Attchd,2,528,2007,WD,Normal,134000
12046,2030,Pave,NA,Inside,1Fam,2Story,6,6,1976,CBlock,848,Y,2,1,Attchd,2,551,2007,WD,Normal,195000
8769,1702,Pave,NA,Corner,TwnhsE,1Story,9,5,2008,PConc,1702,Y,1,1,Attchd,3,1052,2008,New,Partial,367294
12546,1440,Pave,NA,Corner,1Fam,1Story,6,7,1981,CBlock,1440,Y,2,0,Attchd,2,467,2007,WD,Normal,182900
5400,1374,Pave,NA,Corner,1Fam,1.5Fin,4,6,1920,PConc,840,Y,1,0,Detchd,1,338,2009,WD,Normal,105000
5890,816,Pave,NA,Corner,1Fam,1Story,6,8,1930,BrkTil,816,Y,1,0,Detchd,1,432,2008,WD,Normal,120500
4058,767,Pave,NA,Inside,TwnhsE,SFoyer,7,5,1998,PConc,723,Y,1,0,Attchd,1,367,2007,WD,Normal,133000
9550,1717,Pave,NA,Corner,1Fam,2Story,7,5,1915,BrkTil,756,Y,1,0,Detchd,3,642,2006,WD,Abnorml,140000
8163,1144,Pave,NA,Inside,1Fam,SLvl,5,6,1959,CBlock,1144,Y,1,0,Attchd,1,796,2006,WD,Normal,143000
2887,1291,Pave,NA,Inside,1Fam,1Story,6,5,1996,PConc,1291,Y,1,0,Attchd,2,431,2008,WD,Normal,173000
7750,1320,Pave,NA,Inside,1Fam,2Story,7,5,2003,PConc,660,Y,2,1,Attchd,2,400,2007,WD,Normal,162000
8820,1869,Pave,NA,Corner,1Fam,1.5Fin,5,6,1890,BrkTil,1088,Y,1,0,Detchd,2,456,2009,WD,Normal,124900
14684,2196,Pave,NA,CulDSac,1Fam,1Story,7,7,1990,CBlock,2158,Y,2,0,Attchd,3,701,2009,WD,Normal,271900
14115,1362,Pave,NA,Inside,1Fam,1.5Fin,5,5,1993,Wood,796,Y,1,1,Attchd,2,480,2009,WD,Normal,143000
2308,1548,Pave,NA,Corner,TwnhsE,2Story,6,6,1976,CBlock,804,Y,2,1,Detchd,2,440,2007,WD,Normal,155000
40094,4676,Pave,NA,Inside,1Fam,2Story,10,5,2007,PConc,3138,Y,3,1,BuiltIn,3,884,2007,New,Partial,184750
12898,1620,Pave,NA,Inside,1Fam,1Story,9,5,2007,PConc,1620,Y,2,0,Attchd,3,912,2009,WD,Normal,315500
11075,2112,Pave,NA,Inside,1Fam,2Story,6,5,1969,CBlock,952,Y,2,1,Attchd,2,576,2008,WD,Normal,206900
7750,1430,Pave,NA,Inside,1Fam,SLvl,7,5,2000,PConc,384,Y,2,1,BuiltIn,2,400,2010,WD,Normal,180000
14331,1800,Pave,NA,Inside,1Fam,1Story,8,5,2002,PConc,1800,Y,2,0,Attchd,3,765,2006,WD,Normal,312500
11475,1552,Pave,NA,Inside,1Fam,2Story,6,6,1975,CBlock,713,Y,2,1,Attchd,2,,2006,WD,Normal,179900
7136,1958,Pave,NA,Inside,Duplex,2Story,6,6,1946,CBlock,979,N,2,0,Attchd,2,492,2007,WD,Normal,145000
9986,1795,Pave,NA,Inside,1Fam,1Story,8,5,2006,PConc,1795,Y,2,0,Attchd,3,895,2007,New,Partial,147000
9600,1262,Pave,NA,FR2,1Fam,1Story,6,8,1976,CBlock,1262,Y,2,0,Attchd,2,460,2007,WD,Normal,181500
11400,2633,Pave,NA,Inside,1Fam,1Story,10,5,2001,PConc,2633,Y,2,1,Attchd,3,804,2007,WD,Normal,466500
7301,1922,Pave,NA,Corner,1Fam,SFoyer,7,5,2003,Do Not use this Field in the Model,0,Y,3,0,BuiltIn,2,672,2009,ConLD,Normal,198500
4282,1391,Pave,Pave,Inside,TwnhsE,1Story,7,5,2004,PConc,1391,Y,2,0,Attchd,2,530,2008,WD,Normal,196000
13515,1824,Pave,Pave,Inside,1Fam,2Story,6,6,1919,PConc,764,Y,1,0,Detchd,2,520,2007,WD,Normal,180500
9000,2610,Pave,NA,Inside,1Fam,2Story,8,5,2007,PConc,1184,Y,2,1,BuiltIn,2,550,2007,New,Partial,303477
25000,1632,Pave,NA,Inside,Duplex,1Story,5,4,1967,CBlock,1632,Y,2,0,Attchd,2,576,2007,WD,Normal,143000
8935,1660,Pave,NA,Inside,1Fam,2Story,7,5,2002,PConc,831,Y,2,1,Attchd,2,493,2009,WD,Normal,195000
8400,1052,Pave,NA,Inside,1Fam,1Story,5,5,1968,CBlock,1052,Y,1,1,Attchd,1,288,2006,WD,Normal,138500
11345,1920,Pave,NA,Corner,Duplex,2Story,5,5,1948,CBlock,928,Y,2,0,Detchd,2,400,2007,WD,Normal,137000
7681,1343,Pave,NA,FR2,1Fam,1.5Fin,5,6,1921,BrkTil,731,Y,1,1,Detchd,1,186,2009,WD,Normal,154900
8462,1721,Pave,NA,Inside,1Fam,2Story,6,5,1994,PConc,928,Y,2,1,Attchd,2,471,2007,WD,Normal,201000
7162,904,Pave,NA,Inside,1Fam,1Story,5,7,1966,PConc,876,Y,1,0,Attchd,1,408,2008,WD,Abnorml,109900
10400,1790,Pave,NA,Inside,1Fam,2Story,6,5,1972,CBlock,732,Y,1,2,Attchd,2,484,2006,WD,Normal,165150
7264,1548,Pave,NA,Inside,1Fam,1.5Fin,7,7,1925,Do Not use this Field in the Model,952,N,2,1,Detchd,2,672,2009,WD,Normal,205000
8160,1134,Pave,NA,Inside,1Fam,1.5Fin,5,6,1940,BrkTil,756,N,1,1,Detchd,1,240,2007,WD,AdjLand,126000
3635,1569,Pave,NA,Inside,TwnhsE,1Story,7,5,2007,PConc,1386,Y,2,0,Attchd,3,660,2009,WD,Normal,175900
8248,1250,Pave,Grvl,Inside,1Fam,1.5Fin,5,7,1918,BrkTil,686,Y,1,1,Detchd,1,280,2006,WD,Normal,116000
7032,943,Pave,NA,Corner,Duplex,SFoyer,5,5,1979,CBlock,943,Y,1,0,Detchd,2,600,2006,WD,Normal,135960
7000,864,Pave,NA,CulDSac,1Fam,1Story,5,8,1978,CBlock,864,Y,1,0,Attchd,1,336,2009,WD,Normal,136500
10237,1316,Pave,NA,Inside,1Fam,1Story,6,5,2005,PConc,1316,Y,2,0,Attchd,2,397,2006,New,Partial,169990
9750,1442,Pave,NA,Inside,1Fam,1Story,6,6,1958,CBlock,1442,Y,1,1,Attchd,1,301,2007,COD,Normal,157900
1300,1229,Pave,NA,Inside,TwnhsE,2Story,6,6,1980,CBlock,561,Y,1,1,Attchd,2,462,2009,WD,Normal,124000
28698,2126,Pave,NA,CulDSac,1Fam,2Story,5,5,1967,PConc,1013,Y,2,1,Attchd,2,538,2009,WD,Abnorml,185000
6000,1412,Pave,NA,Inside,1Fam,1.5Fin,6,6,1939,CBlock,780,Y,1,0,Detchd,1,280,2009,WD,Normal,132500
11096,1656,Pave,NA,Inside,1Fam,1Story,8,5,2006,PConc,1656,Y,2,0,Attchd,3,826,2007,WD,Normal,249700
9056,1414,Pave,NA,Inside,1Fam,2Story,8,5,2004,PConc,707,Y,2,1,Attchd,2,403,2006,WD,Normal,178000
8967,1077,Pave,NA,Corner,1Fam,1Story,5,2,1920,BrkTil,961,Y,1,0,Detchd,1,338,2007,WD,Abnorml,67000
10800,1294,Pave,Grvl,Inside,2fmCon,2Story,4,7,1900,BrkTil,0,N,2,0,NA,0,0,2008,WD,Normal,106250
6762,1208,Pave,NA,Inside,1Fam,1Story,7,5,2006,PConc,1187,Y,2,0,Attchd,2,632,2010,WD,Normal,206000
8400,1564,Pave,NA,Inside,1Fam,2Story,6,6,1980,CBlock,650,Y,2,1,Attchd,2,476,2010,WD,Normal,171000
7200,1904,Pave,NA,Inside,1Fam,1.5Fin,5,4,1950,CBlock,1208,Y,1,1,Attchd,1,240,2009,WD,Normal,138000
9100,925,Pave,NA,Inside,1Fam,1Story,5,6,1965,CBlock,925,Y,1,0,Detchd,1,429,2009,WD,Normal,117500
7945,1150,Pave,NA,Inside,1Fam,1Story,5,6,1959,CBlock,1150,Y,1,0,Attchd,1,300,2006,WD,Normal,141000
5330,1652,Pave,NA,Inside,TwnhsE,1Story,8,5,2000,PConc,1494,Y,2,0,Attchd,2,499,2007,WD,Normal,251000
10175,1425,Pave,NA,Inside,1Fam,1Story,6,5,1964,CBlock,1425,Y,2,0,Attchd,2,576,2008,WD,Normal,180500
8635,1285,Pave,NA,Inside,1Fam,1.5Fin,5,5,1948,Do Not use this Field in the Model,672,Y,1,0,Detchd,1,240,2008,WD,Normal,127000
15863,3082,Pave,NA,Corner,1Fam,2.5Fin,7,3,1920,BrkTil,824,Y,2,1,Basment,2,672,2009,WD,Normal,197000
11500,1680,Pave,NA,Corner,Duplex,1Story,5,6,1976,CBlock,1680,Y,2,0,Detchd,2,528,2007,WD,Normal,136905
3675,1072,Pave,NA,Inside,TwnhsE,SLvl,5,5,2005,PConc,547,Y,1,0,Basment,2,525,2006,WD,Normal,145000
10240,1686,Pave,NA,Inside,1Fam,1Story,6,6,1980,CBlock,1686,Y,2,0,Attchd,2,612,2006,WD,Normal,207500
4403,1478,Pave,NA,Inside,1Fam,1Story,7,5,2009,PConc,1470,Y,2,1,Attchd,2,484,2010,New,Partial,222000
9382,1479,Pave,NA,CulDSac,1Fam,1Story,7,5,1999,PConc,1468,Y,2,0,Attchd,2,577,2008,WD,Normal,191000
22420,2624,Pave,NA,Inside,1Fam,2Story,6,6,1918,BrkTil,1370,N,2,1,Detchd,3,864,2007,WD,Normal,239000
11880,1601,Pave,NA,Inside,1Fam,1Story,7,5,1978,CBlock,1271,Y,2,0,Attchd,2,478,2009,COD,Abnorml,157000
12384,1935,Pave,NA,CulDSac,1Fam,2Story,7,7,1976,CBlock,793,Y,2,1,Attchd,2,550,2007,WD,Normal,197900
11249,1200,Pave,NA,Inside,1Fam,1Story,6,5,1995,PConc,1200,Y,2,0,Attchd,2,521,2007,WD,Normal,177500
8846,914,Pave,NA,CulDSac,1Fam,SFoyer,5,5,1996,PConc,870,Y,1,0,Detchd,2,576,2006,WD,Normal,148000
8777,1126,Pave,NA,Inside,1Fam,1Story,4,5,1949,CBlock,0,Y,2,0,Detchd,2,520,2009,WD,Normal,108000
10142,2084,Pave,NA,Inside,1Fam,2Story,7,5,2004,PConc,956,Y,2,1,BuiltIn,2,618,2010,WD,Normal,233000
2160,1252,Pave,Pave,Inside,Twnhs,2Story,7,5,1999,PConc,600,Y,2,1,Detchd,2,462,2008,WD,Normal,160000
10480,1639,Pave,NA,Inside,1Fam,1.5Fin,6,5,1936,BrkTil,1064,Y,1,0,Detchd,1,240,2008,WD,Normal,115000
14215,2376,Pave,NA,Corner,1Fam,2Story,8,5,2005,PConc,1158,Y,3,1,BuiltIn,3,853,2006,New,Partial,325300
10434,1005,Pave,NA,Inside,1Fam,1Story,4,5,1955,CBlock,1005,Y,1,0,Detchd,2,672,2009,WD,Normal,115000
9353,864,Pave,NA,Inside,1Fam,1Story,4,5,1970,CBlock,864,Y,1,0,Attchd,1,280,2006,Oth,Abnorml,116050
10542,2418,Pave,NA,Inside,1Fam,2Story,7,5,1993,PConc,1311,Y,2,1,Attchd,3,983,2008,WD,Normal,341000
11341,1392,Pave,NA,Inside,1Fam,1Story,5,6,1957,CBlock,1392,Y,1,1,Detchd,2,528,2010,WD,Normal,121500
2280,1501,Pave,Pave,Inside,Twnhs,2Story,7,5,1999,PConc,744,Y,2,1,Detchd,2,440,2008,WD,Normal,179400
10625,835,Pave,NA,Corner,1Fam,1Story,5,5,1920,BrkTil,458,N,1,0,Basment,1,366,2010,COD,Abnorml,83000
8235,825,Pave,NA,Inside,1Fam,1Story,5,7,1955,CBlock,825,Y,1,0,Detchd,2,720,2008,WD,Normal,125000
9100,935,Pave,NA,Inside,1Fam,1Story,5,6,1930,BrkTil,742,Y,1,0,Detchd,1,308,2008,WD,Normal,79500
8562,1526,Pave,NA,Inside,1Fam,1Story,5,6,1957,CBlock,1216,Y,1,0,Basment,1,364,2010,WD,Normal,144500
13346,2295,Pave,NA,CulDSac,1Fam,2Story,7,5,1992,PConc,1095,Y,2,1,Attchd,2,590,2006,WD,Normal,268000
17140,1229,Pave,NA,Inside,1Fam,1Story,4,6,1956,CBlock,1134,Y,1,0,Attchd,1,284,2009,WD,Normal,135000
50271,1842,Pave,NA,Inside,1Fam,1Story,9,5,1981,CBlock,1842,Y,0,1,Attchd,3,894,2006,WD,Normal,385000
11049,1234,Pave,NA,Corner,1Fam,1Story,8,5,2007,PConc,1234,Y,2,0,Attchd,2,484,2008,WD,Normal,179900
10186,1923,Pave,NA,Inside,1Fam,2Story,7,5,1992,PConc,750,Y,2,1,Attchd,2,564,2010,WD,Normal,190000
9317,1775,Pave,NA,Inside,1Fam,2Story,7,5,1993,PConc,740,Y,2,1,Attchd,2,425,2009,WD,Normal,213000
7244,768,Pave,NA,Inside,1Fam,SFoyer,5,7,1970,CBlock,768,Y,1,0,Detchd,2,624,2007,WD,Normal,129500
8400,2192,Pave,NA,Inside,1Fam,2.5Fin,5,8,1939,PConc,720,Y,2,1,Detchd,1,240,2008,WD,Normal,179500
12003,1968,Pave,NA,Corner,1Fam,2Story,8,5,2009,PConc,774,Y,2,1,BuiltIn,3,680,2010,New,Partial,269500
10134,1034,Pave,NA,Inside,1Fam,1.5Fin,5,6,1940,CBlock,735,Y,1,0,Detchd,1,240,2007,WD,Normal,109000
14000,2260,Pave,NA,Inside,1Fam,2Story,7,5,1996,PConc,1306,Y,2,1,Attchd,2,533,2010,WD,Normal,328000
7200,780,Pave,NA,Inside,1Fam,1Story,5,7,1972,CBlock,780,Y,1,0,Detchd,1,352,2008,WD,Normal,124900
8198,1358,Pave,NA,FR3,TwnhsE,1Story,7,5,2004,PConc,1358,Y,2,0,Attchd,2,484,2008,WD,Normal,207000
20896,2097,Pave,NA,CulDSac,1Fam,1Story,8,5,2005,PConc,2077,Y,1,1,Attchd,3,1134,2006,New,Partial,423000
5250,2358,Pave,Pave,Inside,1Fam,2Story,8,5,1872,BrkTil,684,N,2,0,NA,0,0,2008,WD,Normal,122000
13825,1601,Pave,NA,Inside,1Fam,SLvl,5,6,1958,CBlock,533,Y,1,0,BuiltIn,1,300,2008,WD,Normal,140000
8892,1065,Pave,NA,Inside,1Fam,1Story,5,5,1960,CBlock,1065,Y,1,1,Detchd,2,461,2007,COD,Normal,126500
11553,1159,Pave,NA,Inside,1Fam,1Story,5,5,1968,CBlock,1051,Y,1,1,Attchd,1,336,2006,WD,Normal,158000
9100,1728,Pave,NA,Inside,Duplex,1Story,5,5,1963,CBlock,1728,Y,2,0,Detchd,2,504,2006,ConLI,Abnorml,125000
8738,2291,Pave,NA,Inside,1Fam,2Story,7,5,1999,PConc,975,Y,2,1,BuiltIn,2,429,2006,WD,Normal,230000
11851,1442,Pave,NA,Corner,1Fam,1Story,7,5,1990,PConc,1424,Y,2,0,Attchd,2,500,2009,WD,Normal,180500
7740,1363,Pave,NA,Inside,1Fam,2Story,4,7,1910,CBlock,622,Y,1,0,Detchd,2,528,2010,WD,Normal,125500
10637,1718,Pave,NA,Inside,1Fam,1Story,8,5,2007,PConc,1705,Y,2,0,Attchd,3,826,2009,WD,Normal,297000
8712,1306,Pave,NA,Inside,1Fam,1Story,5,7,1957,CBlock,992,Y,1,0,Detchd,1,756,2009,WD,Normal,153000
10386,2000,Pave,NA,Inside,1Fam,1Story,8,5,2004,PConc,2000,Y,2,0,Attchd,3,888,2007,WD,Normal,305900
11409,1716,Pave,NA,Inside,1Fam,1.5Fin,5,4,1949,CBlock,768,Y,1,1,Attchd,1,281,2009,WD,Normal,131000
7879,720,Pave,NA,Inside,1Fam,1Story,4,5,1920,CBlock,720,N,1,0,NA,0,0,2009,WD,Abnorml,34900
8978,948,Pave,NA,Corner,1Fam,1Story,5,5,1968,PConc,948,Y,1,0,Attchd,1,300,2007,WD,Family,108000
11241,1004,Pave,NA,CulDSac,1Fam,1Story,6,7,1970,CBlock,1004,Y,1,0,Attchd,2,,2010,WD,normal,149000
11250,2290,Pave,NA,Corner,1Fam,2Story,8,5,2002,PConc,1128,Y,2,1,Attchd,2,779,2008,WD,normal,255900
